H-1B Sponsorship Data- Healthcare & Public Health Administration FY'25 (Till 30-Sep-2025)  Prepared by : Srirams_chronicles,,,,,,,,,,,
This data is prepared based on the information in USCIS H1B Data website (Srirams_chronicles is not responsible for any unforeseen isssues with employers sponsoring H-1B),,,,,,,,,,,
Sl No,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial
"5,309",2025,SOFT CELL LABS LLC,3539,62 - Health Care and Social Assistance,ST GEORGE,UT,84770,0,0,0,0
5310,2025,SOHO OTOLARYNGOLOGY PC,4145,62 - Health Care and Social Assistance,NEW YORK,NY,10013,0,0,1,0
"5,311",2025,SOL RADIOLOGY INC,3018,62 - Health Care and Social Assistance,VICTORVILLE,CA,92394,0,0,0,0
5312,2025,SOLID FOUNDATION PSYCHIATRY,4708,62 - Health Care and Social Assistance,PEARLAND,TX,77581,0,1,0,0
"5,313",2025,SOMATUS INC,6608,62 - Health Care and Social Assistance,MCLEAN,VA,22102,0,0,0,0
5314,2025,SOMETHING COOL LLC DBA PERIODONTAL,7202,62 - Health Care and Social Assistance,LAFAYETTE,IN,47904,0,0,1,0
"5,315",2025,SONDERMIND INC,6071,62 - Health Care and Social Assistance,DENVER,CO,80202,0,0,0,0
5316,2025,SONOCHARGE ENERGY INC,5119,92 - Public Administration,MOUNTAIN VIEW,CA,94043,0,0,0,0
"5,317",2025,SONOMA CLEAN POWER AUTHORITY,4717,92 - Public Administration,SANTA ROSA,CA,95404,0,0,1,0
5318,2025,SONOMA VALLEY COMMUNITY HEALTH CENTER,6382,62 - Health Care and Social Assistance,SONOMA,CA,95476,0,0,0,0
"5,319",2025,SONORA COMMUNITY HOSPITAL D B A ADVENTIST HEALTH-SONORA,5069,62 - Health Care and Social Assistance,SONORA,CA,95361,0,0,1,0
5320,2025,SOUL SEATED JOURNEY INC,5220,62 - Health Care and Social Assistance,LOS GATOS,CA,95033,0,0,0,0
"5,321",2025,SOUMAVA SEN DDS PC DBA BRIDENT DENTAL AND ORTHODONTICS,3502,62 - Health Care and Social Assistance,ORANGE,CA,92868,0,0,3,0
5322,2025,SOUNDING JOY MUSIC THERAPY INC,9936,62 - Health Care and Social Assistance,HONOLULU,HI,96814,0,0,0,0
"5,323",2025,SOUTH ARKANSAS CARDIOLOGY PLLC,5627,62 - Health Care and Social Assistance,HENSLEY,AR,72065,0,0,1,0
5324,2025,SOUTH ASIAN COUNCIL FOR SOCIAL SERVICES,2920,62 - Health Care and Social Assistance,FLUSHING,NY,11355,0,0,1,0
"5,325",2025,SOUTH BROWARD HOSPITAL DISTRICT DB,4973,62 - Health Care and Social Assistance,HOLLYWOOD,FL,33312,0,0,0,0
5326,2025,SOUTH CAROLINA NEPHROLOGY AND HYPERTENSION CENTER INC,1624,62 - Health Care and Social Assistance,ORANGEBURG,SC,29118,0,0,1,0
"5,327",2025,SOUTH COVE COMMUNITY HEALTH CENTER,1818,62 - Health Care and Social Assistance,BOSTON,MA,2111,0,0,1,0
5328,2025,SOUTH FLORIDA PEDIATRIC UROLOGY LLP,5391,62 - Health Care and Social Assistance,MIAMI,FL,33155,0,0,0,0
"5,329",2025,SOUTH HILLS INTERFAITH MOVEMENT,3332,62 - Health Care and Social Assistance,BETHEL PARK,PA,15102,0,1,0,0
5330,2025,SOUTH LOUISIANA MEDICAL ASSOCIATES,9724,62 - Health Care and Social Assistance,HOUMA,LA,70363,0,0,1,0
"5,331",2025,"SOUTH PADRE ISLAND PEDIATRICS CENTER, PLLC",1554,62 - Health Care and Social Assistance,CORP CHRISTI,TX,78415,0,0,0,0
5332,2025,SOUTH PENINSULA HOSPITAL INC,7099,62 - Health Care and Social Assistance,HOMER,AK,99603,0,0,0,0
"5,333",2025,SOUTH SHORE MEDICAL INVESTORS LLC,7947,62 - Health Care and Social Assistance,SCITUATE,MA,2066,0,0,1,0
5334,2025,SOUTH SOUND INPATIENT PHYSICIANS P,6629,62 - Health Care and Social Assistance,BRENTWOOD,TN,37027,0,0,1,0
"5,335",2025,SOUTH YONKERS FAMILY MEDICINE PLLC,9630,62 - Health Care and Social Assistance,YONKERS,NY,10704,0,0,1,0
5336,2025,SOUTH-EAST ASIA CENTER,8093,62 - Health Care and Social Assistance,CHICAGO,IL,60640,0,0,0,0
"5,337",2025,SOUTHEAST VOLUSIA HEALTHCARE CORPORATION D B A ADVENTHEALTH NEW SMYRN,3197,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32714,0,0,1,0
5338,2025,SOUTHERN CALIFORNIA ASSOCIATION OF GOVERNMENTS,9649,92 - Public Administration,LOS ANGELES,CA,90017,0,0,2,0
"5,339",2025,SOUTHERN ILLINOIS HEALTH CARE FOUN,8318,62 - Health Care and Social Assistance,SAUGET,IL,62206,0,0,0,0
5340,2025,SOUTHERN ILLINOIS HOSPITAL SERVICE,8939,62 - Health Care and Social Assistance,CARBONDALE,IL,62901,0,0,1,0
"5,341",2025,SOUTHERN ILLINOIS HOSPITAL SERVICES,8939,62 - Health Care and Social Assistance,CARBONDALE,IL,62901,0,0,2,0
5342,2025,SOUTHERN JERSEY FAMILY MEDICAL CENTERS INC,9336,62 - Health Care and Social Assistance,MARLTON,NJ,8053,0,0,1,0
"5,343",2025,SOUTHERN MARYLAND MEDICAL GROUP LLC,7846,62 - Health Care and Social Assistance,GREENBELT,MD,20770,0,0,1,0
5344,2025,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,2014,62 - Health Care and Social Assistance,KING CITY,CA,93930,0,0,1,0
"5,345",2025,"SOUTHERN TIER COMMUNITY HEALTH CENTER NETWORK, INC.",3066,62 - Health Care and Social Assistance,OLEAN,NY,14760,0,0,1,0
5346,2025,SOUTHWEST BAPTIST UNIVERSITY,7385,92 - Public Administration,BOLIVAR,MO,65613,0,0,1,0
"5,347",2025,SOUTHWEST BEHAVIORAL HEALTH SERVICES INC,33,62 - Health Care and Social Assistance,PHOENIX,AZ,85012,0,0,1,0
5348,2025,SOUTHWEST FLORIDA PELVIC HEALTH CLINIC LLC,7128,62 - Health Care and Social Assistance,NAPLES,FL,34119,0,0,1,0
"5,349",2025,SOUTHWEST GENERAL HEALTH CENTER,3531,62 - Health Care and Social Assistance,MIDDLEBURG HEIGHTS,OH,44130,0,0,1,0
5350,2025,SOUTHWEST KIDNEY CARE,2923,62 - Health Care and Social Assistance,ALBUQUERQUE,NM,87109,0,0,0,0
"5,351",2025,SOUTHWEST KIDNEY INSTITUTE PLC,6208,62 - Health Care and Social Assistance,PHOENIX,AZ,85004,0,0,1,0
5352,2025,SOUTHWEST VOLUSIA HEALTHCARE CORPO,9293,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32714,0,0,1,0
"5,353",2025,SOUTHWEST VOLUSIA HEALTHCARE CORPORATION D B A ADVENTHEALTH FISH MEMO,9293,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32701,0,0,1,0
5354,2025,"SOUTHWESTERN VERMONT MEDICAL CENTER, INC.",3241,62 - Health Care and Social Assistance,BENNINGTON,VT,5201,0,0,1,0
"5,355",2025,SOUTHWESTERN WISCONSIN REGIONAL PC,3227,92 - Public Administration,PLATTEVILLE,WI,53818,0,0,1,0
5356,2025,SPACE COAST HEALTH CENTERS INC,6854,62 - Health Care and Social Assistance,TITUSVILLE,FL,32796,0,0,1,0
"5,357",2025,SPARK RELATIONAL COUNSELING LLC,5750,62 - Health Care and Social Assistance,PORTLAND,OR,97229,0,0,0,0
5358,2025,SPARKS FAMILY HOSPITAL D B A NORTH,9958,62 - Health Care and Social Assistance,SPARKS,NV,89434,0,0,1,0
"5,359",2025,SPARROW IONIA HOSPITAL,8134,62 - Health Care and Social Assistance,LANSING,MI,48912,0,0,1,0
5360,2025,SPARTANBURG REGIONAL HEALTH SERVIC,5649,62 - Health Care and Social Assistance,SPARTANBURG,SC,29303,0,0,0,0
"5,361",2025,SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT INC D B A SPARTANBURG R,5649,62 - Health Care and Social Assistance,SPARTANBURG,SC,29303,0,0,2,0
5362,2025,SPENCER HEALTH SOLUTIONS INC,7346,62 - Health Care and Social Assistance,MORRISVILLE,NC,27560,0,0,1,0
"5,363",2025,SPH BRIDGEPORT LLC,5721,62 - Health Care and Social Assistance,BRIDGEPORT,CT,6610,0,1,0,0
5364,2025,SPIKY AI INC,7003,92 - Public Administration,BROOKLINE,MA,2446,0,0,0,0
"5,365",2025,SPIN GLOBAL LLC,8706,62 - Health Care and Social Assistance,HYATTSVILLE,MD,20781,0,0,0,0
5366,2025,SPINE CARE PARTNERS LLC,9968,62 - Health Care and Social Assistance,ALGONAC,MI,48001,0,0,1,0
"5,367",2025,SPORT AND REHAB PHYSICAL THERAPY INC,6182,62 - Health Care and Social Assistance,LOS BANOS,CA,93635,0,0,1,0
5368,2025,SPORTS PRO PHYSICAL THERAPY LLC,1337,62 - Health Care and Social Assistance,GLEN DALE,MD,20769,0,0,1,0
"5,369",2025,SPORTSCARE OF AMERICA PC,4737,62 - Health Care and Social Assistance,EAST HANOVER,NJ,7936,0,0,0,0
5370,2025,SPORTSMED PT LLC,3997,62 - Health Care and Social Assistance,GLEN ROCK,NJ,7452,0,0,0,0
"5,371",2025,SPOUH DDS PLLC,3103,62 - Health Care and Social Assistance,WAKE FOREST,NC,27587,0,0,0,0
5372,2025,SPRINGFIELD ANESTHESIA SERVICE INC,28,62 - Health Care and Social Assistance,SPRINGFIELD,MA,1103,0,1,0,0
"5,373",2025,SPRINGFIELD CLINIC LLP,1328,62 - Health Care and Social Assistance,SPRINGFIELD,IL,62703,0,0,2,0
5374,2025,"SPRINTER HEALTH, INC.",4967,62 - Health Care and Social Assistance,MENLO PARK,CA,94025,0,0,0,0
"5,375",2025,SQUASH AND EDUCATION ALLIANCE INC,7358,62 - Health Care and Social Assistance,NEW YORK,NY,10004,0,0,0,0
5376,2025,SSM HEALTH BUSINESSES,3488,62 - Health Care and Social Assistance,ST LOUIS,MO,63131,0,0,0,0
"5,377",2025,SSM HEALTH CARE CORPORATION,9223,62 - Health Care and Social Assistance,ST LOUIS,MO,63131,0,0,0,0
5378,2025,SSM HEALTH CARE GROUP D B A SLUCAR,8603,62 - Health Care and Social Assistance,ST LOUIS,MO,63131,0,0,2,0
"5,379",2025,SSM HEALTH CARE GROUP D B A SLUCARE PHYSICIAN GROUP,8603,62 - Health Care and Social Assistance,SAINT LOUIS,MO,63131,0,0,0,0
5380,2025,ST ANDREWS HOSPITAL D B A SMP HEAL,6426,62 - Health Care and Social Assistance,BOTTINEAU,ND,58318,0,0,1,0
"5,381",2025,ST ANDREWS HOSPITAL D B A SMP HEALTH- ST ANDREWS,6426,62 - Health Care and Social Assistance,BOTTINEAU,ND,58318,0,0,1,0
5382,2025,ST CATHERINE HOSPITAL,3721,62 - Health Care and Social Assistance,GARDEN CITY,KS,67846,0,0,1,0
"5,383",2025,ST CATHERINE HOSPITAL INC DBA POWE,8708,62 - Health Care and Social Assistance,EAST CHICAGO,IN,46312,0,0,1,0
5384,2025,ST CATHERINE HOSPITAL INC DBA POWERS HEALTH,8708,62 - Health Care and Social Assistance,EAST CHICAGO,IN,46312,0,0,2,0
"5,385",2025,ST CLAIR MEDICAL SERVICES INC D B A ST CLAIR MEDICAL GROUP,6056,62 - Health Care and Social Assistance,PITTSBURGH,PA,15243,0,0,0,0
5386,2025,ST CLAIRE MEDICAL CENTER INC DBA S,5336,62 - Health Care and Social Assistance,MOREHEAD,KY,40351,0,0,0,1
"5,387",2025,ST FRANCIS HEALTH LLC D B A ST FRANCIS HOSPITAL,9919,62 - Health Care and Social Assistance,LOUISVILLE,KY,40202,0,0,1,0
5388,2025,ST JOHNS COUNTY BOARD OF COUNTY COMMISSIONERS,825,92 - Public Administration,ST AUGUSTINE,FL,32084,0,0,0,0
"5,389",2025,ST JOHNS WELL CHILD AND FAMILY CEN,7758,62 - Health Care and Social Assistance,LOS ANGELES,CA,90037,0,0,1,0
5390,2025,ST JOSEPH PHYSICIAN SERVICES LLC,6127,62 - Health Care and Social Assistance,LEWISTON,ID,82501,0,0,1,0
"5,391",2025,ST LOUIS KIDNEY LLC,5511,62 - Health Care and Social Assistance,ST LOUIS,MO,63141,0,0,1,0
5392,2025,ST LUKES CLINIC - ALA MOANA INC,181,62 - Health Care and Social Assistance,HONOLULU,HI,96814,0,0,1,0
"5,393",2025,ST LUKES PHYSICIAN GROUP INC,812,62 - Health Care and Social Assistance,BETHLEHEM,PA,18015,0,0,2,0
5394,2025,ST MARYS COMMUNITY HOSPITAL,3636,62 - Health Care and Social Assistance,NEBRASKA CITY,NV,68410,0,0,1,0
"5,395",2025,ST MARYS HOSPITAL CENTRALIA ILLINOIS D B A SSM HEALTH ST MARYS HOSPIT,2580,62 - Health Care and Social Assistance,CENTRALIA,IL,62801,0,0,0,0
5396,2025,ST MARYS MEDICAL GROUP INC,8563,62 - Health Care and Social Assistance,ATHENS,GA,30606,0,0,0,0
"5,397",2025,ST MARYS OF MEDFORD INC,4209,62 - Health Care and Social Assistance,MEDFORD,OR,97504,0,0,1,0
5398,2025,ST MARYS PHYSICIAN SERVICES LLC,9626,62 - Health Care and Social Assistance,BRENTWOOD,TN,37027,0,0,0,0
"5,399",2025,ST MARYS PHYSICIAN SERVICES LLC,9626,62 - Health Care and Social Assistance,RUSSELLVILLE,AR,72801,0,0,1,0
5400,2025,ST OTTOS CARE CENTER INC,7043,62 - Health Care and Social Assistance,LITTLE FALLS,MN,56345,0,0,1,0
"5,401",2025,ST THOMAS UNIVERSITY,9880,62 - Health Care and Social Assistance,MIAMI GARDENS,FL,33054,0,0,1,0
5402,2025,ST VINCENT HOSPITAL AND HEALTH CAR,9066,62 - Health Care and Social Assistance,INDIANAPOLIS,IN,46260,0,0,1,0
"5,403",2025,ST VINCENT INFIRMARY MEDICAL CENTE,6917,62 - Health Care and Social Assistance,LITTLE ROCK,AR,72205,0,0,3,0
5404,2025,ST VINCENT MEDICAL GROUP INC D B A ASCENSION MEDICAL GROUP ST VINCENT,9417,62 - Health Care and Social Assistance,INDIANAPOLIS,IN,46260,0,0,0,0
"5,405",2025,ST VINCENT WILLIAMSPORT HOSPITAL INC D B A ASCENSION ST VINCENT WILLI,4551,62 - Health Care and Social Assistance,WILLIAMSPORT,IN,47993,0,0,1,0
5406,2025,ST. CLAIR COUNTY ILLINOIS,1924,92 - Public Administration,BELLEVILLE,IL,62220,0,0,1,0
"5,407",2025,STAC PHYSICAL THERAPY SONOMA INC,4999,62 - Health Care and Social Assistance,MANHATTAN BEACH,CA,90266,0,0,0,0
5408,2025,STAGECOACH HEALTHCARE INC,2627,62 - Health Care and Social Assistance,INDIO,CA,92201,0,0,0,0
"5,409",2025,STANDING ROCK SIOUX TRIBE,519,92 - Public Administration,FORT YATES,ND,58538,0,0,0,0
5410,2025,STANFORD HEALTH CARE,4066,62 - Health Care and Social Assistance,STANFORD,CA,94305,0,0,0,0
"5,411",2025,STANWOOD CAMANO PHYSICAL THERAPY PLLC,257,62 - Health Care and Social Assistance,STANWOOD,WA,98292,0,0,0,0
5412,2025,STARLITE HEALTH LLC DBA STARLITE A,1477,62 - Health Care and Social Assistance,EL MONTE,CA,91733,0,0,0,0
"5,413",2025,STARLITE HEALTH LLC DBA STARLITE ADULT DAY HEALTH CARE CENTER,1477,62 - Health Care and Social Assistance,EL MONTE,CA,91733,0,0,1,0
5414,2025,STARR COUNTY MEMORIAL HOSPITAL,4256,62 - Health Care and Social Assistance,RIO GRANDE CITY,TX,78582,0,0,1,0
"5,415",2025,STARS BEHAVIORAL HEALTH GROUP INC,9940,92 - Public Administration,LONG BEACH,CA,90810,0,0,1,0
5416,2025,STATE BOARD OF ADMINISTRATION OF FLORIDA,1872,92 - Public Administration,TALLAHASSEE,FL,32308,0,0,0,0
"5,417",2025,STATE OF MISSISSIPPI SUPREME COURT,2217,92 - Public Administration,JACKSON,MS,39201,0,0,0,0
5418,2025,STATE OF OREGON OREGON HEALTH AUTHORITY,707,62 - Health Care and Social Assistance,SALEM,OR,97301,0,0,2,0
"5,419",2025,STATE OF WASHINGTON DEPARTMENT OF,1063,92 - Public Administration,LACEY,WA,98503,0,0,1,0
5420,2025,STATE OF WASHINGTON DEPARTMENT OF,2111,92 - Public Administration,OLYMPIA,WA,98504,0,0,0,0
"5,421",2025,STATE OF WASHINGTON DEPARTMENT OF SOCIAL AND HEALTH SERVICES,5598,92 - Public Administration,OLYMPIA,WA,98504,0,0,1,0
5422,2025,STATE OF WEST VIRGINIA DEPARTMENT OF HEALTH OFFICE OF THE CHIEF MEDIC,5326,92 - Public Administration,CHARLESTON,WV,25302,0,0,0,0
"5,423",2025,STATE OF WEST VIRGINIA DEPARTMENT OF HEALTH OFFICE OF THE CHIEF MEDIC,5326,92 - Public Administration,CHARLESTON,WV,25305,0,0,1,0
5424,2025,STATE UNIVERSITY OF NEW YORK AT BU,3200,92 - Public Administration,ALBANY,NY,12237,0,0,0,0
"5,425",2025,STATE UNIVERSITY OF NEW YORK AT BUFFALO,3200,62 - Health Care and Social Assistance,ALBANY,NY,12229,0,0,0,0
5426,2025,STATE UNIVERSITY OF NEW YORK AT BUFFALO,3200,62 - Health Care and Social Assistance,BUFFALO,NY,14213,0,0,0,0
"5,427",2025,STATE UNIVERSITY OF NEW YORK AT BUFFALO,3200,62 - Health Care and Social Assistance,MARCY,NY,13403,0,0,0,0
5428,2025,STATE UNIVERSITY OF NEW YORK AT BUFFALO,3200,62 - Health Care and Social Assistance,ORANGEBURG,NY,10962,0,0,0,0
"5,429",2025,STATE UNIVERSITY OF NEW YORK AT BUFFALO,3200,62 - Health Care and Social Assistance,STATEN ISLAND,NY,10305,0,0,0,0
5430,2025,STATE UNIVERSITY OF NEW YORK AT BUFFALO,3200,62 - Health Care and Social Assistance,WEST SENECA,NY,14224,0,0,1,0
"5,431",2025,STATEN ISLAND PERFORMING PROVIDER SYSTEM LLC,4659,92 - Public Administration,STATEN ISLAND,NY,10305,0,0,1,0
5432,2025,STAYWELL HEALTHCARE INC,873,62 - Health Care and Social Assistance,WATERBURY,CT,6702,0,0,1,0
"5,433",2025,STELLATION CARE INC,5826,62 - Health Care and Social Assistance,SAN FRANCISCO,CA,94108,0,0,0,0
5434,2025,"STERN AT HOME PHYSICAL THERAPY, PC",8363,62 - Health Care and Social Assistance,POMONA,NY,10970,0,0,0,0
"5,435",2025,STEVEN J SUTHERLAND DDS INC,2974,62 - Health Care and Social Assistance,LONG BEACH,CA,90815,0,0,1,0
5436,2025,STEVENS COUNTY HEALTHCARE,9034,62 - Health Care and Social Assistance,HUGOTON,KS,67951,0,0,3,0
"5,437",2025,STEWARD HEALTH CARE SYSTEM LLC,3240,62 - Health Care and Social Assistance,WESTWOOD,MA,2090,0,0,1,0
5438,2025,STONEWALL MEMORIAL HOSPITAL DISTRICT DBA STONEWALL MEMORIAL HOSPITAL,2666,62 - Health Care and Social Assistance,ASPERMONT,TX,79502,0,0,1,0
"5,439",2025,STONY BROOK ANESTHESIOLOGY UFPC,3515,62 - Health Care and Social Assistance,STONY BROOK,NY,11794,0,0,0,0
5440,2025,STONY BROOK LIN ACUPUNCTURE PC,4426,62 - Health Care and Social Assistance,EAST SETAUKET,NY,11733,0,0,0,0
"5,441",2025,STONY BROOK RADIOLOGY UFPC,8304,62 - Health Care and Social Assistance,STONY BROOK,NY,11794,0,0,0,0
5442,2025,STONY BROOK SURGICAL ASSOCIATES UF,2333,62 - Health Care and Social Assistance,STONY BROOK,NY,11794,0,0,1,0
"5,443",2025,SUBURBAN HOSPITAL INC,545,62 - Health Care and Social Assistance,BETHESDA,MD,20814,0,0,1,0
5444,2025,SUFFOLK VASCULAR ASSOCIATES,421,62 - Health Care and Social Assistance,PORT JEFF STA,NY,11776,0,0,1,0
"5,445",2025,SUGANDH P RELAN DDS BELLEVUE FAMILY DENTISTRY,6237,62 - Health Care and Social Assistance,BELLEVUE,WA,98007,0,0,0,0
5446,2025,SUMMA PHYSICIANS INC,929,62 - Health Care and Social Assistance,AKRON,OH,44310,0,0,0,1
"5,447",2025,SUMMIT MEDICAL CONSULTANTS PLLC,925,62 - Health Care and Social Assistance,GREENWOOD VILLAGE,CO,80112,0,0,0,0
5448,2025,SUMMIT MEDICAL GROUP DBA ST ELIZABETH PHYSICIANS,608,62 - Health Care and Social Assistance,ERLANGER,KY,41018,0,0,3,0
"5,449",2025,SUMMIT PHYSICAL THERAPY PA,4366,62 - Health Care and Social Assistance,PLANO,TX,75093,0,0,1,0
5450,2025,SUN DENTAL GROUP DBA LITTLE CHAMPS KIDS DENTAL,2224,62 - Health Care and Social Assistance,LORENA,TX,76655,0,0,0,0
"5,451",2025,SUN LIFE FAMILY HEALTH,6211,62 - Health Care and Social Assistance,CASA GRANDE,AZ,85122,0,0,1,0
5452,2025,SUN STATE CARDIOLOGY PC,53,62 - Health Care and Social Assistance,CHANDLER,AZ,85286,0,0,1,0
"5,453",2025,SUNNY LANGUAGE ACADEMY INC,2879,62 - Health Care and Social Assistance,SEATTLE,WA,98115,0,0,0,0
5454,2025,SUNNYSIDE PRESBYTERIAN HOME,1600,62 - Health Care and Social Assistance,HARRISONBURG,VA,22801,0,0,0,0
"5,455",2025,SUNRISE SENIOR LIVING MANAGEMENT INC,2771,62 - Health Care and Social Assistance,MCLEAN,VA,22102,0,0,1,0
5456,2025,SUNSET COMMUNITY HEALTH CENTER INC DBA SUNSET HEALTH,3305,62 - Health Care and Social Assistance,YUMA,AZ,85364,0,0,1,0
"5,457",2025,SUNSET PARK HEALTH COUNCIL INC D B A FAMILY HEALTH CENTERS AT NYU LAN,8411,62 - Health Care and Social Assistance,NEW YORK,NY,10016,0,0,0,0
5458,2025,SUNSHINE USA GROUP INC,7090,62 - Health Care and Social Assistance,SAN JOSE,CA,95132,0,0,0,0
"5,459",2025,SURGICAL CARE AFFILIATES LLC,2307,62 - Health Care and Social Assistance,EDEN PRAIRIE,MN,55344,0,0,0,0
5460,2025,SURGONE P C,5645,62 - Health Care and Social Assistance,GREENWOOD VILLAGE,CO,80111,0,0,0,0
"5,461",2025,SUSHKAP DENTAL PLLC DBA CONFI DENT,7679,62 - Health Care and Social Assistance,DICKINSON,TX,77539,0,0,0,0
5462,2025,SUTTER BAY MEDICAL FOUNDATION DBA PALO ALTO MEDICAL FOUNDATION,6581,62 - Health Care and Social Assistance,SACRAMENTO,CA,95833,0,0,1,0
"5,463",2025,SUTTER COAST HOSPITAL,8520,62 - Health Care and Social Assistance,SACRAMENTO,CA,95833,0,0,0,0
5464,2025,SUTTER HEALTH DBA SUTTER HEALTH SY,8907,62 - Health Care and Social Assistance,SACRAMENTO,CA,95833,0,0,1,0
"5,465",2025,SUTTER VALLEY HOSPITALS DBA MEMORI,6621,62 - Health Care and Social Assistance,SACRAMENTO,CA,95833,0,0,1,0
5466,2025,SUTTER VALLEY HOSPITALS DBA MEMORIAL MEDICAL CENTER,6621,62 - Health Care and Social Assistance,SACRAMENTO,CA,94566,0,0,1,0
"5,467",2025,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE DBA SUTTER CARE AT HOME,8843,62 - Health Care and Social Assistance,SACRAMENTO,CA,95833,0,0,1,0
5468,2025,SVETLANA MASGUTOVA EDUCATIONAL INS,5660,62 - Health Care and Social Assistance,ORLANDO,FL,32827,0,0,1,0
"5,469",2025,SWEDISH EDMONDS,5304,62 - Health Care and Social Assistance,RENTON,WA,98057,0,0,0,0
5470,2025,SWEDISHAMERICANHOSPITAL D B A UW H,2696,62 - Health Care and Social Assistance,ROCKFORD,IL,61108,0,0,0,0
"5,471",2025,SWEET BAY HEALTHCARE LLC,7635,62 - Health Care and Social Assistance,IRVING,TX,75062,0,0,1,0
5472,2025,SWEETGRASS COUPLES AND FAMILY THERAPY LLC,9103,62 - Health Care and Social Assistance,GLEN ELLYN,IL,60137,0,0,0,0
"5,473",2025,SYMPHONY DIAGNOSTIC SERVICES NO 1,8980,62 - Health Care and Social Assistance,SPARKS GLENCOE,MD,21152,0,0,1,0
5474,2025,SYMPHONY MEDICAL ASSOCIATES P A,3053,62 - Health Care and Social Assistance,BALTIMORE,MD,21201,0,0,1,0
"5,475",2025,SYNERGY REHAB INC DBA DOING BUSINESS AS,5031,62 - Health Care and Social Assistance,SOUTHFIELD,MI,48034,0,0,1,0
5476,2025,T O N E HOME HEALTH SERVICES INC,5505,62 - Health Care and Social Assistance,FARMINGTON HILLS,MI,48331,0,0,2,0
"5,477",2025,TAHLEQUAH HOSPITAL AUTHORITY DBA N,5246,62 - Health Care and Social Assistance,TAHLEQUAH,OK,74464,0,0,1,0
5478,2025,TAHOE FOREST HOSPITAL DISTRICT,4062,62 - Health Care and Social Assistance,TRUCKEE,CA,96161,0,0,1,0
"5,479",2025,"TALKIATRY MANAGEMENT SERVICES, LLC",9198,62 - Health Care and Social Assistance,NEW YORK,NY,10001,0,0,0,0
5480,2025,TALLAHASSEE MEMORIAL HEALTHCARE IN,7016,62 - Health Care and Social Assistance,TALLAHASSEE,FL,32308,0,0,1,0
"5,481",2025,TANNER MEDICAL CENTER INC,149,62 - Health Care and Social Assistance,CARROLLTON,GA,30117,0,0,1,0
5482,2025,TAWFIQ ALKILANI DDS PLLC,3106,62 - Health Care and Social Assistance,TRAVERSE CITY,MI,49686,0,0,1,0
"5,483",2025,TE YANG INC,7534,92 - Public Administration,WEST COVINA,CA,91791,0,0,0,1
5484,2025,TELADOC HEALTH INC,5970,62 - Health Care and Social Assistance,NEW YORK CITY,NY,10017,0,0,5,1
"5,485",2025,TELERAPP LLC,1313,62 - Health Care and Social Assistance,HOUSTON,TX,77055,0,0,0,0
5486,2025,TEMPLE FACULTY PRACTICE PLAN INC,2191,62 - Health Care and Social Assistance,PHILADELPHIA,PA,19125,0,0,0,0
"5,487",2025,TEMPLE UNIVERSITY HEALTH SYSTEM IN,5881,62 - Health Care and Social Assistance,PHILADELPHIA,PA,19125,0,0,1,0
5488,2025,TENDERLOIN NEIGHBORHOOD DEVELOPMENT CORPORATION,1808,62 - Health Care and Social Assistance,SAN FRANCISCO,CA,94102,0,0,1,0
"5,489",2025,TENNESSEE DEPARTMENT OF TREASURY,1445,92 - Public Administration,NASHVILLE,TN,37243,0,0,1,0
5490,2025,TENNESSEE KIDNEY CARE PLLC,7523,62 - Health Care and Social Assistance,JOLIET,IL,60435,0,0,1,0
"5,491",2025,TERRY MEMORIAL HOSPITAL DISTRICT,7032,62 - Health Care and Social Assistance,BROWNFIELD,TX,79316,0,0,1,0
5492,2025,TESLA DENTISTRY LLC,6572,62 - Health Care and Social Assistance,PLANO,TX,75075,0,0,0,0
"5,493",2025,TEXAS COUNTY MEMORIAL HOSPITAL,7928,62 - Health Care and Social Assistance,HOUSTON,MO,65483,0,0,1,0
5494,2025,TEXAS DEPARTMENT OF INSURANCE,121,92 - Public Administration,AUSTIN,TX,78701,0,0,1,0
"5,495",2025,TEXAS HEALTH INSTITUTE,7787,92 - Public Administration,AUSTIN,TX,78758,0,0,1,0
5496,2025,TEXAS HEALTH PHYSICIANS GROUP,3493,62 - Health Care and Social Assistance,DALLAS,TX,75243,0,0,4,0
"5,497",2025,TEXAS HEART HOSPITAL OF THE SOUTHWEST L L P,1361,62 - Health Care and Social Assistance,DALLAS,TX,75226,0,0,0,0
5498,2025,TEXAS INSTITUTE OF MUSCULOSKELETAL EXCELLENCE IN ORTHOPEDICS PLLC D B,1968,62 - Health Care and Social Assistance,LAREDO,TX,78045,0,0,0,0
"5,499",2025,TEXAS IPS,5277,62 - Health Care and Social Assistance,SAN ANTONIO,TX,78229,0,0,1,0
